,card,fouls_committed,fouls_suffered,goal,goals,league,player,season,shotoff,shoton,team,penalties,non_penalties
1104,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",27,21,[u'header'],1,4769,41198,2014/2015,9,5,9853,0,1
1105,"[u'y', u'y', u'y']",17,12,[u'volley'],1,4769,26256,2014/2015,3,1,9747,0,1
1106,"[u'y', u'y', u'y', u'y', u'y', u'y']",48,71,"[u'volley', u'header', u'shot', u'direct_freekick', 'penalty', 'penalty', u'tap_in', u'shot', u'shot', u'indirect freekick', 'penalty', u'volley', u'loose_ball', u'distance', 'penalty', u'shot', u'shot']",17,4769,46349,2014/2015,45,42,9853,4,13
1107,[u'y'],21,9,"['penalty', u'shot', u'tap_in', u'shot', u'header', u'shot', u'header', u'shot']",8,4769,26374,2014/2015,12,16,9853,1,7
1108,"[u'y', u'r', u'r', u'y']",13,22,[],0,4769,277412,2014/2015,3,1,9747,0,0
1109,[u'y'],21,18,"[u'shot', u'shot']",2,4769,41364,2014/2015,13,14,9747,0,2
1110,"[u'y', u'y']",20,10,[u'shot'],1,4769,26051,2014/2015,5,3,9853,0,1
1111,"[u'y', u'y', u'y', u'y', u'y', u'y']",50,33,[u'direct_freekick'],1,4769,145070,2014/2015,10,11,9853,0,1
1112,[u'y'],39,69,"[u'header', u'header', 'penalty', u'header', u'shot', 'penalty', 'penalty', u'shot', 'penalty', u'shot', u'shot', u'header', u'distance', 'penalty', u'header', 'penalty', u'header']",17,4769,71602,2014/2015,35,25,9747,6,11
1113,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",49,22,[u'volley'],1,4769,35499,2014/2015,2,2,9853,0,1
1114,"[u'y', u'y']",32,38,"[u'shot', u'shot', u'shot', u'shot', u'shot', u'header', u'header', u'lob', u'bicycle_kick', 'penalty']",10,4769,46884,2014/2015,22,28,9747,1,9
1115,[u'y'],7,5,[],0,4769,491167,2014/2015,2,1,9747,0,0
1116,"[u'y', u'y', u'y', u'y', u'y']",22,43,"[u'distance', u'distance', u'shot']",3,4769,179845,2014/2015,10,15,9853,0,3
1117,"[u'y', u'y', u'y', u'y', u'y']",45,69,[],0,4769,26114,2014/2015,11,3,9747,0,0
1118,[],13,14,[],0,4769,46645,2014/2015,0,0,9747,0,0
1119,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",63,30,"[u'distance', u'shot']",2,4769,94323,2014/2015,13,9,9853,0,2
1120,"[u'y', u'y', u'y', u'y']",27,35,"[u'direct_freekick', u'shot', u'deflected', u'deflected']",4,4769,157859,2014/2015,15,7,9853,0,4
1121,"[u'y', u'y', u'y']",28,28,[],0,4769,210404,2014/2015,19,11,9853,0,0
1122,"[u'y', u'y', u'y']",13,17,[u'tap_in'],1,4769,186805,2014/2015,4,2,9747,0,1
1123,"[u'y', u'y', u'y', u'y', u'y']",16,11,[u'shot'],1,4769,26236,2014/2015,2,0,9853,0,1
1124,[],5,5,[],0,4769,26162,2014/2015,4,4,9853,0,0
1125,"[u'y', u'y', u'y']",15,11,[],0,4769,33122,2014/2015,3,1,8550,0,0
1126,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",35,61,[u'shot'],1,4769,26291,2014/2015,16,15,8639,0,1
1127,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",66,27,[],0,4769,25560,2014/2015,21,16,8550,0,0
1128,"[u'y', u'y', u'y', u'y', u'y', u'y']",27,21,[u'direct_freekick'],1,4769,35112,2014/2015,15,11,8639,0,1
1129,"[u'y', u'y']",29,23,[],0,4769,94019,2014/2015,2,2,8550,0,0
1130,[u'y'],9,3,[],0,4769,26028,2014/2015,1,2,8550,0,0
1131,"[u'y', u'y', u'y', u'y', u'y']",14,13,[],0,4769,183519,2014/2015,2,2,8639,0,0
1132,"[u'y', u'y', u'y', u'y']",30,44,[u'shot'],1,4769,32575,2014/2015,4,4,8639,0,1
1133,[],33,38,"['penalty', u'volley', 'penalty', u'shot', u'tap_in', u'shot', u'header', u'distance']",8,4769,426202,2014/2015,27,19,8639,2,6
1134,"[u'y', u'y', u'y', u'y', u'y', u'y']",33,19,[],0,4769,210429,2014/2015,4,2,8550,0,0
1135,[],1,1,[],0,4769,354483,2014/2015,1,1,8550,0,0
1136,"[u'y', u'y', u'y', u'y']",45,49,"[u'shot', u'deflected', u'shot', u'distance']",4,4769,179410,2014/2015,11,19,8639,0,4
1137,"[u'y', u'y']",33,15,"[u'header', u'volley']",2,4769,426873,2014/2015,10,2,8550,0,2
1138,"[u'y', u'y', u'y']",22,26,[],0,4769,26107,2014/2015,4,0,8639,0,0
1139,"[u'y', u'r', u'y', u'y', u'y', u'r', u'y']",37,41,[u'direct_freekick'],1,4769,165583,2014/2015,5,9,8639,0,1
1140,"[u'y', u'y', u'y', u'y2']",27,32,"[u'shot', 'penalty', 'penalty', 'penalty', 'penalty']",5,4769,179866,2014/2015,21,23,8550,4,1
1141,[],12,10,"[u'shot', u'header']",2,4769,172615,2014/2015,14,5,8639,0,2
1142,"[u'y', u'y']",19,24,[u'header'],1,4769,30563,2014/2015,3,5,8639,0,1
1143,"[u'y', u'y', u'y', u'y', u'y', u'y']",34,34,"[u'shot', 'penalty']",2,4769,278341,2014/2015,21,25,8550,1,1
1144,"[u'y', u'y']",28,5,[],0,4769,186153,2014/2015,9,4,8550,0,0
1145,"[u'y', u'y', u'y', u'r', u'y', u'y2', u'y']",31,11,[u'volley'],1,4769,426878,2014/2015,6,3,8550,0,1
1146,"[u'y', u'y']",35,44,"[u'shot', u'loose_ball', u'shot', u'header', u'header', u'tap_in', u'shot', 'penalty', u'shot']",9,4769,134232,2014/2015,29,19,8639,1,8
1147,[u'y'],37,19,"[u'header', u'shot', u'header', u'shot']",4,4769,116253,2014/2015,9,15,8550,0,4
1148,[],2,6,[],0,4769,145061,2014/2015,7,6,8639,0,0
1149,"[u'y', u'y', u'y', u'y', u'y']",45,21,"[u'shot', u'header', u'shot']",3,4769,352887,2014/2015,18,30,9851,0,3
1150,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",70,102,"[u'lob', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'lob', u'distance', u'shot', u'shot', u'shot', u'shot']",13,4769,469852,2014/2015,39,41,9748,0,13
1151,"[u'y', u'y', u'y', u'y', u'y', u'y']",40,24,[u'header'],1,4769,40730,2014/2015,14,8,9748,0,1
1152,"[u'y', u'y', u'y', u'y', u'y']",29,49,"[u'shot', u'header', u'shot', u'shot', u'volley', u'shot', u'shot', u'shot', u'shot']",9,4769,231199,2014/2015,28,35,9851,0,9
1153,[],1,0,[],0,4769,25572,2014/2015,0,0,9851,0,0
1154,"[u'y', u'y', u'y']",25,16,[],0,4769,41189,2014/2015,1,1,9851,0,0
1155,"[u'y', u'y', u'y', u'y', u'r']",16,6,[],0,4769,199810,2014/2015,2,0,9748,0,0
1156,[u'y'],34,38,"[u'tap_in', u'shot', u'shot', u'volley', u'loose_ball', u'volley', 'penalty']",7,4769,39139,2014/2015,22,29,9851,1,6
1157,"[u'y', u'y', u'y']",32,31,[],0,4769,94549,2014/2015,3,2,9851,0,0
1158,"[u'y', u'y', u'y', u'y', u'y', u'y']",66,62,"['penalty', u'shot', u'shot', u'shot', u'header', u'shot', 'penalty', 'penalty', u'shot', u'shot', u'volley', u'shot', u'shot', u'shot', 'penalty', 'penalty', 'penalty', u'volley', 'penalty', u'tap_in', u'shot', 'penalty', u'tap_in', u'distance', u'shot', u'header', u'shot']",27,4769,169193,2014/2015,32,38,9748,8,19
1159,"[u'y', u'y', u'y']",16,20,"[u'header', u'shot', u'header', u'header']",4,4769,191788,2014/2015,8,5,9851,0,4
1160,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",44,45,"[u'shot', u'tap_in']",2,4769,304856,2014/2015,22,14,9851,0,2
1161,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",58,59,['penalty'],1,4769,182923,2014/2015,11,4,9748,1,0
1162,[u'y'],50,41,"[u'header', u'shot', u'distance', u'shot', u'shot', u'header', u'shot']",7,4769,473852,2014/2015,24,15,9748,0,7
1163,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",58,49,[u'shot'],1,4769,210119,2014/2015,15,16,9748,0,1
1164,"[u'y', u'y', u'y', u'y']",30,34,[u'shot'],1,4769,148830,2014/2015,3,4,9851,0,1
1165,"[u'y', u'y', u'y', u'y']",16,25,[u'header'],1,4769,30457,2014/2015,5,4,9851,0,1
1166,[u'y'],31,16,"[u'shot', u'deflected', u'distance', u'shot', u'shot', u'shot', u'shot']",7,4769,409161,2014/2015,12,34,9748,0,7
1167,[],3,1,[],0,4769,445868,2014/2015,1,0,9748,0,0
1168,"[u'y', u'y', u'y', u'y', u'y']",30,24,[u'deflected'],1,4769,210117,2014/2015,5,6,9748,0,1
1169,[u'y'],5,7,[],0,4769,177941,2014/2015,2,4,9851,0,0
1170,"[u'y', u'y', u'y']",25,15,"[u'shot', u'shot', u'shot']",3,4769,38802,2014/2015,3,13,9748,0,3
1171,[u'y'],12,4,[],0,4769,26324,2014/2015,7,4,9748,0,0
1172,[],15,6,[u'shot'],1,4769,303334,2014/2015,11,9,9748,0,1
1173,[u'y'],12,3,[],0,4769,114724,2014/2015,0,0,8689,0,0
1174,"[u'y', u'y']",8,7,[u'shot'],1,4769,357080,2014/2015,7,8,9829,0,1
1175,"[u'y', u'y', u'y', u'y', u'y', u'y']",45,59,"[u'tap_in', u'shot', u'distance', u'shot', u'shot', u'shot']",6,4769,354467,2014/2015,22,42,9829,0,6
1176,[],3,5,[],0,4769,481694,2014/2015,2,5,8689,0,0
1177,"[u'y', u'y', u'r']",10,14,[],0,4769,192770,2014/2015,1,2,9829,0,0
1178,[u'y'],2,1,['penalty'],1,4769,202443,2014/2015,2,2,8689,1,0
1179,[u'y'],15,11,[],0,4769,40685,2014/2015,6,1,8689,0,0
1180,"[u'y', u'y2', u'y', u'y']",13,15,[],0,4769,30911,2014/2015,0,3,9829,0,0
1181,"[u'y', u'y', u'y', u'y']",46,16,"['penalty', u'shot', 'penalty', u'header', u'header', u'shot', u'tap_in']",7,4769,27430,2014/2015,26,20,9829,2,5
1182,[u'y'],8,14,[],0,4769,5610,2014/2015,8,13,8689,0,0
1183,"[u'y', u'y', u'r', u'y']",25,25,"[u'header', u'tap_in']",2,4769,38336,2014/2015,5,2,9829,0,2
1184,"[u'y', u'y']",9,24,[u'shot'],1,4769,187669,2014/2015,13,7,8689,0,1
1185,"[u'y', u'y', u'y']",34,37,[u'header'],1,4769,214972,2014/2015,12,10,9829,0,1
1186,[],5,6,[],0,4769,194479,2014/2015,2,0,8689,0,0
1187,"[u'y', u'y', u'y', u'y', u'y', u'y']",49,56,"['penalty', u'shot', u'header', u'distance']",4,4769,37549,2014/2015,21,24,9829,1,3
1188,"[u'y', u'y', u'y', u'y', u'y', u'y']",29,8,[],0,4769,308843,2014/2015,6,9,8689,0,0
1189,[],4,2,"['penalty', u'header']",2,4769,22543,2014/2015,1,0,9829,1,1
1190,"[u'y', u'r']",30,38,[],0,4769,179828,2014/2015,16,28,8689,0,0
1191,[],9,14,"[u'shot', u'shot', u'shot', u'shot']",4,4769,239259,2014/2015,7,8,9829,0,4
1192,[],3,1,[],0,4769,496359,2014/2015,1,1,8689,0,0
1193,[u'y'],16,23,[],0,4769,215798,2014/2015,15,17,9829,0,0
1194,[u'y'],12,17,"[u'shot', u'shot', u'shot', u'distance', u'tap_in', u'shot', u'shot']",7,4769,352994,2014/2015,16,29,8689,0,7
1195,[u'y'],9,19,"[u'shot', u'shot', u'shot']",3,4769,562694,2014/2015,6,3,8689,0,3
1196,[u'y'],2,0,[],0,4769,139635,2014/2015,0,0,10249,0,0
1197,"[u'y', u'y2']",20,16,"[u'shot', 'penalty', u'shot', u'shot', u'header', u'shot', 'penalty', u'shot']",8,4769,40707,2014/2015,15,13,9827,2,6
1198,[u'y'],13,17,[],0,4769,41093,2014/2015,4,2,9827,0,0
1199,[],3,3,[],0,4769,192920,2014/2015,2,3,10249,0,0
1200,[],30,19,"[u'shot', u'header', u'lob']",3,4769,41124,2014/2015,26,27,10249,0,3
1201,"[u'y', u'y2']",15,17,[u'header'],1,4769,179393,2014/2015,5,5,9827,0,1
1202,[u'y'],14,7,[u'deflected'],1,4769,352833,2014/2015,2,0,9827,0,1
1203,"[u'y', u'y']",5,13,[u'shot'],1,4769,26014,2014/2015,4,0,10249,0,1
1204,"[u'y', u'y', u'y', u'y']",20,20,"[u'direct_freekick', u'direct_freekick']",2,4769,25525,2014/2015,9,6,10249,0,2
1205,"[u'y', u'y']",39,60,"[u'header', u'shot', u'tap_in', 'penalty', u'shot', u'shot', 'penalty', u'shot', u'loose_ball', 'penalty', u'shot', u'shot', u'header', u'shot', u'volley']",15,4769,297579,2014/2015,35,23,9827,3,12
1206,"[u'r', u'y', u'y', u'y']",24,46,[],0,4769,30907,2014/2015,16,9,9827,0,0
1207,"[u'y', u'y', u'y']",57,61,"[u'shot', u'shot', u'tap_in', u'distance', u'shot', u'distance']",6,4769,355901,2014/2015,19,23,10249,0,6
1208,"[u'y', u'y', u'y', u'y', u'y', u'y']",34,21,[u'shot'],1,4769,154230,2014/2015,18,12,9827,0,1
1209,"[u'y', u'r', u'y', u'y']",35,52,"[u'header', u'header', u'header']",3,4769,26138,2014/2015,16,5,10249,0,3
1210,[u'y'],24,49,"[u'shot', u'distance']",2,4769,154233,2014/2015,10,6,10249,0,2
1211,"[u'y', u'r', u'y', u'y']",32,24,[],0,4769,198277,2014/2015,6,5,9827,0,0
1212,"[u'y', u'y', u'y']",26,28,"[u'header', u'distance', u'tap_in', u'shot']",4,4769,210692,2014/2015,22,17,10249,0,4
1213,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",42,49,"[u'shot', u'shot', 'penalty', u'distance', 'penalty', u'header', u'direct_freekick', u'shot', u'loose_ball']",9,4769,166019,2014/2015,25,31,9827,2,7
1214,"[u'y', u'y']",2,12,[],0,4769,26168,2014/2015,0,0,9827,0,0
1215,[],21,18,"[u'shot', u'shot']",2,4769,41238,2014/2015,11,6,9827,0,2
1216,"[u'y', u'y', u'y', u'y']",41,28,[],0,4769,26399,2014/2015,4,1,10249,0,0
1217,[],1,1,[],0,4769,564859,2014/2015,0,1,10249,0,0
1218,[],0,1,[],0,4769,352834,2014/2015,0,0,9827,0,0
1219,[],10,11,[],0,4769,36394,2014/2015,3,2,9827,0,0
1220,[u'y'],46,59,"[u'tap_in', u'deflected', u'shot', u'shot', u'volley', u'shot', 'penalty', u'shot', u'distance']",9,4769,40659,2014/2015,26,19,10249,1,8
1221,"[u'y', u'y', u'y']",25,9,"[u'shot', u'header']",2,4769,441871,2014/2015,6,9,8588,0,2
1222,"[u'y', u'y', u'y', u'y', u'y']",33,27,"[u'shot', u'shot', u'shot']",3,4769,26221,2014/2015,20,23,9830,0,3
1223,"[u'y', u'y', u'y']",28,22,[],0,4769,79264,2014/2015,9,5,9830,0,0
1224,"[u'y', u'r', u'y']",24,28,[],0,4769,40683,2014/2015,3,4,8588,0,0
1225,"[u'y', u'y', u'y']",25,12,[],0,4769,94307,2014/2015,5,11,9830,0,0
1226,"[u'y', u'y', u'y', u'y']",50,31,"[u'shot', u'shot', u'shot', u'shot', u'shot', u'tap_in', u'header']",7,4769,208672,2014/2015,20,29,8588,0,7
1227,"[u'y', u'y', u'y', u'y', u'y', u'y']",42,35,"['penalty', u'shot', 'penalty', u'shot', u'shot', 'penalty', 'penalty']",7,4769,261313,2014/2015,19,22,9830,4,3
1228,"[u'y', u'y', u'y', u'y', u'y']",17,16,"[u'volley', u'shot', u'tap_in']",3,4769,46412,2014/2015,6,9,8588,0,3
1229,"[u'y', u'y', u'y']",38,20,"[u'distance', u'shot', u'header']",3,4769,169217,2014/2015,24,4,9830,0,3
1230,"[u'y', u'y']",32,21,[],0,4769,41103,2014/2015,2,4,9830,0,0
1231,"[u'y', u'y', u'y']",61,20,"[u'shot', u'shot', u'shot', u'distance']",4,4769,562697,2014/2015,34,33,9830,0,4
1232,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",55,34,[u'distance'],1,4769,179893,2014/2015,24,19,8588,0,1
1233,"[u'y', u'y', u'y', u'y', u'y']",30,46,[],0,4769,258873,2014/2015,7,2,9830,0,0
1234,"[u'y', u'y', u'y', u'y', u'y', u'y']",41,17,[],0,4769,46755,2014/2015,7,7,9830,0,0
1235,[u'r'],4,4,[],0,4769,211146,2014/2015,2,2,9830,0,0
1236,[u'y'],9,23,"['penalty', u'volley', u'distance', 'penalty', u'shot', u'shot', 'penalty', u'volley']",8,4769,277341,2014/2015,18,13,8588,3,5
1237,"[u'y', u'y', u'y', u'y']",42,65,"[u'deflected', u'header', u'shot', 'penalty']",4,4769,103866,2014/2015,29,22,8588,1,3
1238,[],31,28,"[u'header', u'volley', u'distance', u'tap_in', u'shot', u'shot']",6,4769,169865,2014/2015,28,33,9941,0,6
1239,"[u'y', u'y', u'y', u'r']",20,37,[u'shot'],1,4769,210122,2014/2015,7,6,9831,0,1
1240,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",40,20,[],0,4769,173484,2014/2015,9,5,9941,0,0
1241,"[u'y', u'y']",1,11,[],0,4769,352860,2014/2015,0,0,9831,0,0
1242,[],8,8,[],0,4769,129393,2014/2015,0,2,9941,0,0
1243,"[u'y', u'y', u'y']",24,3,[],0,4769,563069,2014/2015,5,2,9941,0,0
1244,"[u'y', u'y', u'y', u'y', u'y']",35,39,"['penalty', u'shot']",2,4769,237631,2014/2015,22,32,9831,1,1
1245,"[u'y', u'y', u'y', u'y', u'y']",20,21,"[u'shot', u'header']",2,4769,26155,2014/2015,4,2,9831,0,2
1246,[u'y'],24,29,"[u'tap_in', u'shot', u'direct_freekick', u'header', u'shot', u'shot', u'shot', u'shot', 'penalty', u'loose_ball', 'penalty', u'shot', u'shot', u'shot']",14,4769,210184,2014/2015,37,32,9941,2,12
1247,[u'y'],15,24,[],0,4769,435214,2014/2015,5,1,9941,0,0
1248,[],8,10,"[u'distance', u'tap_in', u'shot']",3,4769,18734,2014/2015,3,4,9831,0,3
1249,"[u'y', u'y', u'y', u'y', u'y']",39,56,[],0,4769,210128,2014/2015,8,6,9831,0,0
1250,"[u'y', u'y', u'y', u'y']",15,20,[],0,4769,26326,2014/2015,12,8,9941,0,0
1251,"[u'y', u'y', u'y', u'y']",37,33,[u'shot'],1,4769,169015,2014/2015,7,8,9831,0,1
1252,"[u'y', u'y', u'y']",19,58,"[u'shot', u'direct_freekick', 'penalty']",3,4769,188413,2014/2015,15,14,9941,1,2
1253,"[u'y', u'y', u'y']",9,26,"[u'header', u'header', u'distance', u'shot', u'shot']",5,4769,303089,2014/2015,14,11,9831,0,5
1254,[],0,1,[],0,4769,40537,2014/2015,0,0,9831,0,0
1255,[u'y'],13,4,[u'tap_in'],1,4769,409193,2014/2015,6,2,9941,0,1
1256,"[u'y', u'y']",2,1,[],0,4769,501543,2014/2015,1,0,9831,0,0
1257,"[u'y', u'y', u'y', u'y', u'y']",55,35,"[u'tap_in', u'shot', u'shot', u'header', u'volley', u'shot']",6,4769,164519,2014/2015,33,19,9941,0,6
